date,season,year,month,hour,holiday,week_day,working_day,weather_situation,temp_norm,feels_like_temp_norm,humidity_norm,wind_speed,casual,registered,num_rentals,temp_x_humidity,temp_x_wind_speed,temp_feel_diff,hour_category_afternoon,hour_category_evening,hour_category_morning,hour_category_night
2011-01-03,1,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,0,5,5,0.0968,0.078804,-0.022999999999999993,0,0,0,1
2011-01-03,1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,0,2,2,0.08800000000000001,0.08358,-0.033300000000000024,0,0,0,1
2011-01-03,1,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,0,1,1,0.0752,0.062096,-0.02360000000000001,0,0,0,1
2011-01-03,1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,0,3,3,0.0752,0.04537600000000001,-0.02360000000000001,0,0,0,1
2011-01-03,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,0,30,30,0.07,0.05433400000000001,-0.03390000000000001,0,0,1,0
2011-01-03,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,1,63,64,0.07,0.027160000000000004,-0.00360000000000002,0,0,1,0
2011-01-03,1,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,1,153,154,0.07,0.039704,-0.01880000000000001,0,0,1,0
2011-01-03,1,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,7,81,88,0.0688,0.062096,-0.02360000000000001,0,0,1,0
2011-01-03,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,11,33,44,0.0774,0.045666,-0.013300000000000006,0,0,1,0
2011-01-03,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51,0.08000000000000002,0.06568,-0.01820000000000002,0,0,1,0
2011-01-03,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61,0.077,0.06566999999999999,-0.00789999999999999,1,0,0,0
2011-01-03,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61,0.08399999999999999,0.068064,-0.02789999999999998,1,0,0,0
2011-01-03,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,11,66,77,0.078,0.07373600000000001,-0.017600000000000005,1,0,0,0
2011-01-03,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,14,58,72,0.078,0.06596199999999999,-0.017600000000000005,1,0,0,0
2011-01-03,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76,0.078,0.06596199999999999,-0.017600000000000005,1,0,0,0
2011-01-03,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,11,146,157,0.072,0.05373599999999999,-0.012699999999999989,0,1,0,0
2011-01-03,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,9,148,157,0.0768,0.025079999999999998,0.017600000000000005,0,1,0,0
2011-01-03,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,8,102,110,0.094,0.0,0.057599999999999985,0,1,0,0
2011-01-03,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52,0.094,0.020900000000000002,0.02729999999999999,0,1,0,0
2011-01-03,1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,3,49,52,0.1152,0.024174,0.017000000000000015,0,0,0,1
2011-01-03,1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,0,20,20,0.0966,0.018802000000000003,0.011499999999999982,0,0,0,1
2011-01-03,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,1,11,12,0.099,0.018809999999999997,0.03210000000000002,0,0,0,1
2011-01-04,1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,0,5,5,0.08800000000000001,0.01672,0.021799999999999986,0,0,0,1
2011-01-04,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,0,2,2,0.0944,0.01672,0.021799999999999986,0,0,0,1
2011-01-04,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,0,1,1,0.08820000000000001,0.018802000000000003,0.011499999999999982,0,0,0,1
2011-01-04,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,0,2,2,0.08820000000000001,0.012544000000000001,0.041799999999999976,0,0,0,1
2011-01-04,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,0,4,4,0.0816,0.012539999999999999,0.0315,0,0,0,1
2011-01-04,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,0,36,36,0.08879999999999999,0.012539999999999999,0.0315,0,0,1,0
2011-01-04,1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,2,92,94,0.08879999999999999,0.016116,0.0315,0,0,1,0
2011-01-04,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,2,177,179,0.0966,0.022988000000000005,0.011499999999999982,0,0,1,0
2011-01-04,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,2,98,100,0.1024,0.035824,-0.008500000000000008,0,0,1,0
2011-01-04,1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,5,37,42,0.1104,0.05254400000000001,-0.02360000000000001,0,0,1,0
2011-01-04,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,7,50,57,0.11220000000000001,0.06566999999999999,-0.00789999999999999,0,0,1,0
2011-01-04,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,12,66,78,0.11220000000000001,0.036124,0.007300000000000001,1,0,0,0
2011-01-04,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,18,79,97,0.13440000000000002,0.04656,-0.012699999999999989,1,0,0,0
2011-01-04,1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,9,54,63,0.13520000000000001,0.058214,-0.0024000000000000132,1,0,0,0
2011-01-04,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,17,48,65,0.1456,0.071036,-0.007300000000000029,1,0,0,0
2011-01-04,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,15,68,83,0.147,0.07611,-0.0121,1,0,0,0
2011-01-04,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,10,202,212,0.13440000000000002,0.062692,-0.007300000000000029,0,1,0,0
2011-01-04,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,3,179,182,0.1248,0.050440000000000006,-0.0024000000000000132,0,1,0,0
2011-01-04,1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,2,110,112,0.1152,0.025079999999999998,0.017600000000000005,0,1,0,0
2011-01-04,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,1,53,54,0.1152,0.025079999999999998,0.017600000000000005,0,1,0,0
2011-01-04,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,0,48,48,0.1408,0.0,0.0527,0,0,0,1
2011-01-04,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,1,34,35,0.1408,0.019712,0.037599999999999995,0,0,0,1
2011-01-04,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,2,9,11,0.13799999999999998,0.017920000000000002,0.02729999999999999,0,0,0,1
2011-01-05,1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0.0,0,6,6,0.128,0.0,0.057599999999999985,0,0,0,1
2011-01-05,1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,0,6,6,0.1184,0.014336,0.037000000000000005,0,0,0,1
2011-01-05,1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,0,2,2,0.1184,0.014336,0.037000000000000005,0,0,0,1
2011-01-05,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,0,2,2,0.1152,0.05373599999999999,-0.012699999999999989,0,0,0,1
2011-01-05,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,0,3,3,0.10339999999999999,0.036124,0.007300000000000001,0,0,0,1
2011-01-05,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,0,33,33,0.094,0.04478,-0.0030000000000000027,0,0,1,0
2011-01-05,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,1,87,88,0.0774,0.03492,0.001799999999999996,0,0,1,0
2011-01-05,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,3,192,195,0.08000000000000002,0.0597,-0.01820000000000002,0,0,1,0
2011-01-05,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,6,109,115,0.0814,0.072248,-0.022999999999999993,0,0,1,0
2011-01-05,1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,4,53,57,0.0814,0.072248,-0.022999999999999993,0,0,1,0
2011-01-05,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,12,34,46,0.0858,0.08538400000000002,-0.03270000000000001,0,0,1,0
2011-01-05,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,5,74,79,0.0858,0.08538400000000002,-0.03270000000000001,1,0,0,0
2011-01-05,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,6,65,71,0.084,0.08358,-0.02240000000000003,1,0,0,0
2011-01-05,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,10,52,62,0.084,0.0582,-0.0121,1,0,0,0
2011-01-05,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,7,55,62,0.084,0.0582,-0.0121,1,0,0,0
2011-01-05,1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,4,85,89,0.084,0.026879999999999998,0.018199999999999994,1,0,0,0
2011-01-05,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,4,186,190,0.0912,0.04656,-0.012699999999999989,0,1,0,0
2011-01-05,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,3,166,169,0.0912,0.032232,0.0024000000000000132,0,1,0,0
2011-01-05,1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,5,127,132,0.0912,0.025079999999999998,0.017600000000000005,0,1,0,0
2011-01-05,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,7,82,89,0.10339999999999999,0.036124,0.007300000000000001,0,1,0,0
2011-01-05,1,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,3,40,43,0.10200000000000001,0.0388,-0.0030000000000000027,0,0,0,1
2011-01-05,1,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,1,41,42,0.099,0.024174,0.017000000000000015,0,0,0,1
2011-01-05,1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0.0,1,18,19,0.094,0.0,0.057599999999999985,0,0,0,1
2011-01-06,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0.0,0,11,11,0.099,0.0,0.06240000000000001,0,0,0,1
2011-01-06,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,0,4,4,0.1024,0.0,0.0673,0,0,0,1
2011-01-06,1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0.0,0,2,2,0.1024,0.0,0.0673,0,0,0,1
2011-01-06,1,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,0,1,1,0.1024,0.014336,0.037000000000000005,0,0,0,1
2011-01-06,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,0,4,4,0.0966,0.012544000000000001,0.041799999999999976,0,0,0,1
2011-01-06,1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,0,36,36,0.08820000000000001,0.01463,0.026699999999999974,0,0,1,0
2011-01-06,1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,0,95,95,0.0944,0.0,0.0673,0,0,1,0
2011-01-06,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,3,216,219,0.0944,0.0,0.0673,0,0,1,0
2011-01-06,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0.0,6,116,122,0.09179999999999999,0.0,0.06240000000000001,0,0,1,0
2011-01-06,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,3,42,45,0.094,0.0,0.057599999999999985,0,0,1,0
2011-01-06,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,2,57,59,0.0968,0.019712,0.037599999999999995,0,0,1,0
2011-01-06,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,6,78,84,0.091,0.0,0.02789999999999998,1,0,0,0
2011-01-06,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,12,55,67,0.091,0.02717,0.012699999999999989,1,0,0,0
2011-01-06,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59,70,0.1008,0.04597600000000001,-0.007300000000000029,1,0,0,0
2011-01-06,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,8,54,62,0.1008,0.0,-0.007300000000000029,1,0,0,0
2011-01-06,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,12,74,86,0.0988,0.04269200000000001,-0.0024000000000000132,1,0,0,0
2011-01-06,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172,0.11220000000000001,0.036124,0.007300000000000001,0,1,0,0
2011-01-06,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163,0.11220000000000001,0.029546,0.007300000000000001,0,1,0,0
2011-01-06,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112,0.12100000000000001,0.019712,0.037599999999999995,0,1,0,0
2011-01-06,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69,0.10200000000000001,0.03284,0.0121,0,1,0,0
2011-01-06,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48,0.12100000000000001,0.049257999999999996,-0.00789999999999999,0,0,0,1
2011-01-06,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52,0.11220000000000001,0.062392,-0.00789999999999999,0,0,0,1
2011-01-06,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,4,19,23,0.118,0.0388,-0.0030000000000000027,0,0,0,1
2011-01-07,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,4,13,17,0.128,0.0388,-0.0030000000000000027,0,0,0,1
2011-01-07,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,2,5,7,0.13799999999999998,0.04478,-0.0030000000000000027,0,0,0,1
2011-01-07,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,0,1,1,0.13799999999999998,0.04478,-0.0030000000000000027,0,0,0,1
2011-01-07,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1,0.13799999999999998,0.026860000000000002,0.0121,0,0,0,1
2011-01-07,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,0,5,5,0.12100000000000001,0.0,0.0527,0,0,0,1
2011-01-07,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,8,26,34,0.13799999999999998,0.0,0.057599999999999985,0,0,1,0
2011-01-07,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84,0.13799999999999998,0.026860000000000002,0.0121,0,0,1,0
2011-01-07,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,20,190,210,0.10200000000000001,0.05074,-0.0030000000000000027,0,0,1,0
2011-01-07,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134,0.094,0.0597,-0.01820000000000002,0,0,1,0
2011-01-07,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,16,47,63,0.0814,0.072248,-0.022999999999999993,0,0,1,0
2011-01-07,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,19,48,67,0.08000000000000002,0.04478,-0.0030000000000000027,0,0,1,0
2011-01-07,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,9,50,59,0.074,0.05074,-0.0030000000000000027,1,0,0,0
2011-01-07,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,73,0.074,0.056720000000000007,-0.01820000000000002,1,0,0,0
2011-01-07,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,7,43,50,0.08000000000000002,0.05074,-0.0030000000000000027,1,0,0,0
2011-01-07,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,72,0.074,0.03284,0.0121,1,0,0,0
2011-01-07,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87,0.074,0.03284,0.0121,1,0,0,0
2011-01-07,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,9,178,187,0.074,0.0,0.057599999999999985,0,1,0,0
2011-01-07,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123,0.08000000000000002,0.017920000000000002,0.02729999999999999,0,1,0,0
2011-01-07,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,3,92,95,0.08800000000000001,0.014336,0.037000000000000005,0,1,0,0
2011-01-07,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,51,0.0846,0.018809999999999997,0.03210000000000002,0,1,0,0
2011-01-07,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,0,39,39,0.0846,0.024174,0.017000000000000015,0,0,0,1
2011-01-07,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,36,0.0774,0.029556000000000002,0.017000000000000015,0,0,0,1
2011-01-07,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15,0.09179999999999999,0.029556000000000002,0.017000000000000015,0,0,0,1
2011-01-08,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25,0.09179999999999999,0.029556000000000002,0.017000000000000015,0,0,0,1
2011-01-08,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,0.099,0.016128,0.03210000000000002,0,0,0,1
2011-01-08,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16,0.099,0.0,0.06240000000000001,0,0,0,1
2011-01-08,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7,0.099,0.029556000000000002,0.017000000000000015,0,0,0,1
2011-01-08,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1,0.099,0.029556000000000002,0.017000000000000015,0,0,0,1
2011-01-08,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,0.1184,0.026272000000000004,0.006699999999999984,0,0,0,1
2011-01-08,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,0.1184,0.026272000000000004,0.006699999999999984,0,0,1,0
2011-01-08,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,0.1184,0.01672,0.021799999999999986,0,0,1,0
2011-01-08,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,0.14880000000000002,0.01672,0.021799999999999986,0,0,1,0
2011-01-08,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,0.14880000000000002,0.01672,0.021799999999999986,0,0,1,0
2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,0.144,0.029556000000000002,0.017000000000000015,0,0,1,0
2011-01-08,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,0.13799999999999998,0.07762000000000001,-0.01820000000000002,0,0,1,0
2011-01-08,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,0.118,0.07164000000000001,-0.01820000000000002,1,0,0,0
2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,0.08800000000000001,0.06568,-0.01820000000000002,1,0,0,0
2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,0.064,0.0985,-0.033300000000000024,1,0,0,0
2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,0.064,0.08956,-0.033300000000000024,1,0,0,0
2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,0.052199999999999996,0.080604,-0.0436,1,0,0,0
2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,0.0592,0.088352,-0.0388,0,1,0,0
2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,0.05460000000000001,0.04179,-0.01880000000000001,0,1,0,0
2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,0.0504,0.035518,-0.01880000000000001,0,1,0,0
